entry_fee_foreign_inr,open_hours_tue,description,open_hours_sat,last_verified,famous_for,access,entry_fee_child_indian_inr,connectivity,district,distance_from,visitor_tips,tips,seasonal_hours,nearby_attractions,suitable_for,lng,food_specialties,entry_fee_adult,aka,entry_fee_adult_indian_inr,open_hours_sun,stay_and_food,accessibility,taluka,avg_visit_mins,open_hours_fri,entry_fee_camera_fee_inr,open_hours_mon,temple,name,best_months,entry_fee_child,open_hours_wed,state,location,notes,id,lat,rating,city,type,village,disclaimer,entry_fee_foreign,open_hours_thu,festival_crowds,heritage,fees,darshan_timings,country,highlights,tags
,06:00-18:00,"Late 16th-century Mughal-era mausoleum of Qutb-ud-din Muhammad Khan and his son Naurang Khan, set on a high octagonal platform with arches and jali work.",06:00-18:00,2025-09-01,"octagonal platform, Mughal arches, stone jali work",,,,,,,,,"['Laxmi Vilas Palace', 'Sayaji Baug']",,73.207,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Hazira Maqbara,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Often quiet; best visited in cooler hours; stepwell across the road once supplied garden water.,P_00118,22.278,4.3,Vadodara,heritage,,,0,06:00-18:00,,,,,India,,"architecture, history, photography"
,06:00-17:30,"Shallow freshwater lake and wetland habitat famed for migratory and resident waterbirds including flamingos, pelicans, and sarus cranes.",06:00-17:30,2025-09-01,"migratory birds, Ramsar wetland, lakeside sunrise",,,,,,,,,"['Nal Sarovar Bird Sanctuary', 'Indroda Nature Park']",,72.403,,50,,,06:00-17:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-17:30,,06:00-17:30,,Thol Bird Sanctuary,"Nov, Dec, Jan, Feb",50,06:00-17:30,Gujarat,,Arrive at sunrise for peak bird activity; binoculars and telephoto lenses recommended; limited shade along trails.,P_00119,23.141,4.5,Mehsana,nature,,,200,06:00-17:30,,,,,India,,"birdwatching, nature, wetlands, photography"
,10:00-17:30,"Museum within the Lakshmi Vilas Palace Estate showcasing royal collections, including a large gallery of Raja Ravi Varma paintings, European art, and Oriental artifacts.",10:00-17:30,2025-09-01,"Raja Ravi Varma paintings, European Renaissance and Rococo art, toy train exhibit",,,,,,,,,"['Laxmi Vilas Palace', 'Sayaji Baug']",,73.1938,,80,,,10:00-17:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,10:00-17:30,,Closed,,Maharaja Fatehsingh Museum,"Nov, Dec, Jan, Feb, Mar",50,10:00-17:30,Gujarat,,Photography is not allowed inside; closed on Mondays and select public holidays.,P_00120,22.2921,4.6,Vadodara,museum,,,200,10:00-17:30,,,,,India,,"art, history, royal, photography"
,"05:00-12:00,16:00-21:00","Indo-Saracenic court building near Sursagar Lake, inaugurated in 1896 by Sayajirao Gaekwad III and famed for its central hall and statue of Maharani Chimnabai.","05:00-12:00,16:00-21:00",2025-09-01,"Indo-Saracenic design, Maharani Chimnabai statue, historic court",,,,,,,,,"['Sursagar Lake', 'Laxmi Vilas Palace']",,73.2015,,0,,,"05:00-12:00,16:00-21:00",,"{'wheelchair': False, 'public_transport': True, 'parking': False}",,30,"05:00-12:00,16:00-21:00",,"05:00-12:00,16:00-21:00",,Nyaya Mandir,"Nov, Dec, Jan, Feb, Mar",0,"05:00-12:00,16:00-21:00",Gujarat,,Facade viewing from outside is common; interiors may be restricted due to court/renovation status.,P_00121,22.2966,4.4,Vadodara,heritage,,,0,"05:00-12:00,16:00-21:00",,,,,India,,"architecture, history, photography"
,06:00-18:00,"Protected dry deciduous forest with rolling hills, two reservoirs (Kada and Targol), and fauna including leopards, sloth bears, nilgai, and diverse birdlife.",06:00-18:00,2025-09-01,"Kada reservoir, Targol reservoir, leopard sightings",,,,,,,,,"['Champaner-Pavagadh Archaeological Park', 'Jambughoda Palace']",,73.733,,50,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,180,06:00-18:00,,06:00-18:00,,Jambughoda Wildlife Sanctuary,"Nov, Dec, Jan, Feb, Mar",20,06:00-18:00,Gujarat,,Forest rest house at Kada; permits/checkposts may be required; early morning offers best wildlife activity.,P_00122,22.366,4.4,Panchmahal,nature,,,200,06:00-18:00,,,,,India,,"wildlife, forest, trekking, photography"
,06:00-18:00,"Small Shiva temple on the southern bank of Saputara Lake, known for a serene setting, black granite Shivlinga, and daily aarti.",06:00-18:00,2025-09-02,"lakeside setting, morning/evening aarti, peaceful ambience",,,,,,,,,"['Saputara Lake', 'Lake Garden']",,73.752,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,30,06:00-18:00,,06:00-18:00,,Nageshwar Mahadev Temple,"Oct, Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Visit at sunrise or sunset for aarti and tranquil views; footwear to be removed before entry.,P_00123,20.58,4.4,Saputara,spiritual,,,0,06:00-18:00,,,,,India,,"temple, meditation, photography, lakeside"
,06:00-21:00,"Scenic hill-station lake surrounded by gardens and walking paths, popular for pedal and row boating with lively evening ambiance.",06:00-21:00,2025-09-02,"boating, evening lights, lakeside gardens",,,,,,,,,"['Lake Garden', 'Sunset Point']",,73.752,,0,,,06:00-21:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,06:00-21:00,,06:00-21:00,,Saputara Lake,"Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-21:00,Gujarat,,Boating typically available till early evening; evenings are pleasant and lively along the promenade.,P_00124,20.5789,4.5,Saputara,nature,,,0,06:00-21:00,,,,,India,,"boating, family, photography, walks"
,09:00-19:00,"Community-run cultural center showcasing tribal arts and crafts like Warli painting, bamboo work, pottery, and jewelry, with hands-on workshops and sales.",09:00-19:00,2025-09-02,"Warli paintings, bamboo crafts, tribal workshops",,,,,,,,,"['Saputara Lake', 'Nageshwar Mahadev Temple']",,73.7479,,0,,,09:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,09:00-19:00,,09:00-19:00,,Artist Village,"Aug, Sep, Oct, Nov, Dec, Jan",0,09:00-19:00,Gujarat,,Located opposite Saputara Lake; workshops often available; cash or UPI typically accepted for craft purchases.,P_00125,20.5798,4.5,Saputara,cultural,,,0,09:00-19:00,,,,,India,,"tribal art, workshops, handicrafts, photography"
,08:30-17:00,"17th-century hill fort near Saputara on the Maharashtra–Gujarat border, attributed to Chhatrapati Shivaji Maharaj, offering panoramic Sahyadri views and rock-cut cisterns Ganga–Jamuna.",08:30-17:00,2025-09-02,"hill trek, Sahyadri vistas, Ganga–Jamuna cisterns",,,,,,,,,"['Saputara Lake', 'Artist Village']",,73.7609,,0,,,08:30-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,08:30-17:00,,08:30-17:00,,Hatgadh Fort,"Aug, Sep, Oct, Nov, Dec, Jan",0,08:30-17:00,Maharashtra,,Trek via Hatgad village; steps can be slippery in monsoon; carry water and start early for cooler weather.,P_00126,20.5427,4.4,Hatgad,heritage,,,0,08:30-17:00,,,,,India,,"trekking, history, views, photography"
,06:00-19:00,Twin hilltop viewpoints on opposite ridges offering panoramic Western Ghats vistas—Sunrise (Valley View) for dawn hues and Sunset (Gandhi Shikhar) for evening skylines over Saputara.,06:00-19:00,2025-09-02,"panoramic valley views, ropeway access to sunset ridge, monsoon mists",,,,,,,,,"['Saputara Lake', 'Ropeway (Table Point)']",,73.7485,,0,,,06:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,06:00-19:00,,06:00-19:00,,Sunrise and Sunset Point,"Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-19:00,Gujarat,,Arrive 30–45 minutes early; modest uphill walk (1–1.5 km) from parking; ropeway typically operates daytime for Sunset ridge.,P_00127,20.568,4.5,Saputara,nature,,,0,06:00-19:00,,,,,India,,"viewpoints, hiking, photography, sunrise, sunset"
,08:00-18:00,"Moist deciduous forest in the Dangs with dense teak and bamboo, interlaced by the Purna River, known for leopards, deer, rich birdlife, and high monsoon rainfall.",08:00-18:00,2025-09-02,"dense teak-bamboo forests, Purna River, birdwatching",,,,,,,,,"['Vansda National Park', 'Saputara']",,73.7,,20,,,08:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,180,08:00-18:00,,08:00-18:00,,Purna Wildlife Sanctuary,"Oct, Nov, Dec, Jan, Feb",10,08:00-18:00,Gujarat,,Entry permits/check-post formalities may apply; Mahal Eco Campsite has limited facilities; best wildlife activity at dawn and dusk.,P_00128,20.91,4.5,Dang,nature,,,200,08:00-18:00,,,,,India,,"wildlife, forest, birdwatching, trekking"
,07:00-17:00,"Compact 24 sq km tropical moist deciduous forest along the Ambika River with dense teak-bamboo canopy, rich birdlife, and occasional sightings of leopard, four-horned antelope, and hyena.",07:00-17:00,2025-09-02,"dense evergreen-like canopy, Ambika River, birdwatching",,,,,,,,,"['Kilad Campsite', 'Gira Waterfalls']",,73.467,,50,,,07:00-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,180,07:00-17:00,,07:00-17:00,,Vansda National Park,"Oct, Nov, Dec, Jan, Feb, Mar",20,07:00-17:00,Gujarat,,Entry formalities at the Vansda–Waghai gate; guides recommended; start early for wildlife activity and cooler temperatures.,P_00129,20.733,4.5,Navsari,nature,,,200,07:00-17:00,,,,,India,,"wildlife, forest, birdwatching, trekking"
,08:00-17:00,"Seasonal 30–75 ft cascade near Waghai at Wanarchond, dropping into the Ambika River, popular as a monsoon and post-monsoon picnic stop en route to Saputara.",08:00-17:00,2025-09-02,"monsoon flow, misty spray, picnic huts",,,,,,,,,"['Waghai Botanical Garden', 'Vansda National Park']",,73.5,,0,,,08:00-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,08:00-17:00,,08:00-17:00,,Gira Waterfalls,"Jul, Aug, Sep, Oct, Nov",0,08:00-17:00,Gujarat,,Waterfall is seasonal and may be dry outside monsoon; short 1 km walk from parking; swimming typically not allowed; small stalls sell snacks and bamboo handicrafts.,P_00130,20.744,4.5,Dang,nature,,,0,08:00-17:00,,,,,India,,"waterfall, photography, picnic, monsoon"
,10:00-17:00,"Government-run museum established in 1970 showcasing Dang tribal heritage with 400+ artifacts including costumes, jewelry, musical instruments, and ritual objects.",10:00-17:00,2025-09-02,"Dang tribal exhibits, traditional costumes, musical instruments",,,,,,,,,"['Saputara Lake', 'Artist Village']",,73.7519,,5,,,10:00-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,10:00-17:00,,10:00-17:00,,Saputara Tribal Museum,"Aug, Sep, Oct, Nov, Dec, Jan",2,10:00-17:00,Gujarat,,Photography policies may vary; plan 30–60 minutes; located near the main road opposite the lake.,P_00131,20.5799,4.4,Saputara,museum,,,50,10:00-17:00,,,,,India,,"tribal culture, history, artifacts, photography"
,06:00-19:30,"Elevated vantage on the Table Land ridge offering panoramic views of Saputara town, lake, and surrounding Dang hills; lively with casual activities and stalls.",06:00-19:30,2025-09-02,"city panoramas, table land activities, evening views",,,,,,,,,"['Saputara Lake', 'Sunset Point']",,73.7475,,0,,,06:00-19:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-19:30,,06:00-19:30,,Townview Point,"Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-19:30,Gujarat,,Short uphill walk from parking; evenings are popular and can be crowded; basic snacks and viewpoints telescopes available seasonally.,P_00132,20.5725,4.4,Saputara,nature,,,0,06:00-19:30,,,,,India,,"viewpoints, hiking, photography, family"
,Closed,"Terraced hillside garden on Table Land Road with flower beds, bonsai displays, kids’ play area, and viewpoints over Saputara.","08:00-12:00,15:00-19:00",2025-09-02,"terraced flower beds, bonsai corner, hill views",,,,,,,,,"['Saputara Lake', 'Rose Garden']",,73.7478,,10,,,"08:00-12:00,15:00-19:00",,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,"08:00-12:00,15:00-19:00",,"08:00-12:00,15:00-19:00",,Step Garden,"Mar, Apr, Jul, Aug, Sep, Oct, Nov, Dec, Jan",10,"08:00-12:00,15:00-19:00",Gujarat,,Most colorful during bloom seasons; short uphill walk with steps; small snack kiosk may operate in evenings.,P_00133,20.5785,4.2,Saputara,nature,,,10,"08:00-12:00,15:00-19:00",,,,,India,,"garden, family, photography, walks"
,08:00-17:00,"Forest Department–managed nursery showcasing flowering plants, creepers, fruit trees, and medicinal species in a serene lakeside setting with benches and shaded paths.",08:00-17:00,2025-09-02,"hibiscus varieties, lakeside ambience, botanical displays",,,,,,,,,"['Saputara Lake', 'Step Garden']",,73.7508,,0,,,08:00-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,08:00-17:00,,08:00-17:00,,Forest Nursery,"Aug, Sep, Oct, Nov, Dec, Jan",0,08:00-17:00,Gujarat,,Primarily for government propagation; plant purchases may be limited; most pleasant during monsoon and cool months.,P_00134,20.5798,4.2,Saputara,nature,,,0,08:00-17:00,,,,,India,,"garden, flora, walks, photography"
,06:00-18:00,"Natural amphitheater near Sunrise Point where sound reflects between hills, offering valley views and a short, quiet walk through greenery.",06:00-18:00,2025-09-02,"audible echo effect, quiet valley views",,,,,,,,,"['Sunrise Point', 'Saputara Lake']",,73.7579,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Echo Point,"Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-18:00,Gujarat,,Echo audibility varies with weather and crowds; signage may be limited—ask locals if unsure; carry water and watch footing in monsoon.,P_00135,20.5851,4.1,Saputara,nature,,,0,06:00-18:00,,,,,India,,"viewpoints, hiking, photography, echo"
,09:00-18:00,"Compact landscaped garden near the museum featuring beds of seasonal roses in multiple varieties, with lawns, pathways, and benches for a relaxed stroll.",09:00-18:00,2025-09-02,"varieties of roses, quiet lawns",,,,,,,,,"['Saputara Tribal Museum', 'Step Garden']",,73.7509,,0,,,09:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,30,09:00-18:00,,09:00-18:00,,Rose Garden,"Aug, Sep, Oct, Nov, Dec, Jan",0,09:00-18:00,Gujarat,,Bloom quality varies by season; best during and after monsoon or in spring; basic seating and shade available.,P_00136,20.5796,4.1,Saputara,nature,,,0,09:00-18:00,,,,,India,,"garden, family, photography, walks"
,"09:00-13:00,14:00-19:00","Also known as Pushpak Ropeway, a cable car linking Table Land/Sunset Point with Sunrise Point over the Saputara valley and lake, offering short scenic rides.","09:00-13:00,14:00-19:00",2025-09-02,"sunset rides, lake and valley views, short gondola trip",,,,,,,,,"['Sunset Point', 'Table Land (Governor’s Hill)']",,73.7353,,80,,,"09:00-13:00,14:00-19:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,"09:00-13:00,14:00-19:00",,"09:00-13:00,14:00-19:00",,Saputara Ropeway,"Aug, Sep, Oct, Nov, Dec, Jan",80,"09:00-13:00,14:00-19:00",Gujarat,,Typical ride 5–10 minutes each way; queues on weekends/holidays; operations may pause during bad weather; carry cash/UPI and plan around sunset.,P_00137,20.576,4.4,Saputara,activity,,,80,"09:00-13:00,14:00-19:00",,,,,India,,"ropeway, viewpoints, photography, family"
,09:00-20:00,"Lakeside landscaped park with lawns, flower beds, walking paths, benches, and a children’s play area offering relaxed views of Saputara Lake.",09:00-20:00,2025-09-02,"lakefront lawns, family picnics, evening strolls",,,,,,,,,"['Saputara Lake', 'Step Garden']",,73.7509,,0,,,09:00-20:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,09:00-20:00,,09:00-20:00,,Lake Garden,"Mar, Apr, Jul, Aug, Sep, Oct, Nov, Dec, Jan",0,09:00-20:00,Gujarat,,Shaded seating; livelier in evenings; bloom and greenery are best in monsoon and spring.,P_00138,20.5796,4.3,Saputara,nature,,,0,09:00-20:00,,,,,India,,"garden, family, photography, walks"
,06:00-19:00,"Quiet hill station in the Dangs around Don village, offering cool climate, rolling Sahyadri hills, lush monsoon greenery, and rustic tribal countryside vistas.",06:00-19:00,2025-09-02,"monsoon vistas, quiet viewpoints, tribal countryside",,,,,,,,,"['Saputara', 'Gira Waterfalls']",,73.686,,0,,,06:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-19:00,,06:00-19:00,,Don Hill Station,"Jul, Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-19:00,Gujarat,,Roads can be foggy and slippery in monsoon; limited facilities—carry water and snacks; start early for clear views.,P_00139,20.777,4.4,Ahwa,nature,,,0,06:00-19:00,,,,,India,,"hill station, views, trekking, photography"
,06:00-19:00,"Flat-topped plateau above Saputara known as Governor’s Hill, offering sweeping views of the town, lake, and Dang forests, with access to the ropeway and seasonal adventure stalls.",06:00-19:00,2025-09-02,"panoramic views, plateau walks, ropeway access",,,,,,,,,"['Sunset Point', 'Saputara Ropeway']",,73.7425,,0,,,06:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-19:00,,06:00-19:00,,Table Land (Governor’s Hill),"Aug, Sep, Oct, Nov, Dec, Jan",0,06:00-19:00,Gujarat,,Paid parking near the plateau; expect crowds on weekends and holidays; adventure activities and stalls are seasonal; arrive before sunset for golden-hour vistas.,P_00140,20.5728,4.5,Saputara,nature,,,0,06:00-19:00,,,,,India,,"viewpoints, ropeway, activities, photography"
,08:00-18:30,"Large government-managed botanical garden and biodiversity conservation center near Waghai on the Waghai–Saputara Road, featuring themed plots (bamboo, cacti & succulents, medicinal, deciduous/evergreen) and over a thousand plant species.",08:00-18:30,2025-09-02,"bamboo collections, cacti & succulents, interpretation trails",,,,,,,,,"['Gira Waterfalls', 'Vansda National Park']",,73.489,,10,,,08:00-18:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,08:00-18:30,,08:00-18:30,,Waghai Botanical Garden,"Oct, Nov, Dec, Jan, Feb, Mar",5,08:00-18:30,Gujarat,,Carry water and mosquito repellent; informative signage throughout; allow extra time if combining with Gira Falls or Vansda on the same route.,P_00141,20.77,4.3,Waghai,nature,,,50,08:00-18:30,,,,,India,,"botanical garden, biodiversity, education, family, photography"
,,Ancient hilltop shrine of Goddess Mahakali (Kalika Mata) atop Pavagadh Hill within the UNESCO-listed Champaner–Pavagadh Archaeological Park; revered as a Shakti Peeth and a living pilgrimage site with continuous worship.,,2025-09-02,,"{'approach': ['Pilgrim footpath with steps', 'Hill road to Machi', 'Ropeway from base to near the summit'], 'ropeway': {'name': 'Pavagadh Ropeway', 'typical_hours': 'Daytime, weather-permitting', 'notes': 'Operations may pause in bad weather; expect long queues on weekends/festivals.'}}",,,,,"['Start early morning to avoid heat and crowds; carry water and modest attire.', 'Footwear must be removed before entering sanctum; follow queue systems.', 'Weather can be misty/windy on the summit; keep rain protection in monsoon.', 'Ropeway wait times increase near aarti and sunset.']",,,"['Champaner archaeological remains', 'Saat Kamaan (Seven Arches)', 'Jain sites on Pavagadh', 'Machhi plateau viewpoints']",,,,,"['Mahakali Mata Temple', 'Kalikamata Temple']",,,,,,120,,,,,Kalika Mata Temple,"Oct, Nov, Dec, Jan, Feb, Mar",,,,"{'hill': 'Pavagadh Hill', 'area': 'Champaner–Pavagadh Archaeological Park', 'tehsil': 'Halol', 'district': 'Panchmahal', 'state': 'Gujarat', 'country': 'India', 'lat': 22.463, 'lng': 73.533, 'elevation_m': 762}",,P_00142,,4.7,,spiritual,,Details like timings/fees may change during festivals or maintenance; check locally on arrival.,,,"['Navratri (Chaitra and Sharad)', 'Full-moon fairs (Chaitra)', 'Weekends/holidays']","{'period': '10th–11th century CE (origins/tradition)', 'site_status': 'Within UNESCO World Heritage Park', 'associated_communities': ['Bhil', 'Koli', 'Adivasi'], 'deities_in_sanctum': ['Mahakali/Kalika Mata (central)', 'Kali (right)', 'Bahuchara Mata (left)']}","{'temple_entry': 0, 'ropeway': 'paid', 'shoe_stand': 'nominal', 'locker': 'nominal'}","{'daily_open': '05:00', 'daily_close': '19:00', 'aarti_times': ['05:00', '18:30'], 'note': 'Festival and peak-season schedules may extend; queues expected during Navratri and full-moon fairs.'}",,,"temple, Shakti Peeth, pilgrimage, UNESCO site"
,05:00-19:00,"Kalika Mata Temple (Mahakali Mata) sits atop Pavagadh Hill within the Champaner–Pavagadh Archaeological Park (UNESCO), with origins traced to the 10th–11th centuries; darshan runs early morning to evening and ropeway access reduces the 2,000-step climb.",05:00-19:00,2025-09-02,"Shakti Peetha, Navaratri fairs",,,,,,,,,"['Champaner Forts', 'Saat Kaman']",,73.5117,,0,,,05:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,05:00-19:00,,05:00-19:00,,Kalika Mata Temple,"Oct, Nov, Dec, Jan, Feb, Mar",0,05:00-19:00,Gujarat,,Ropeway (Udan Khatola) operates roughly 06:00–18:00 with last return around 19:30; about 250 steps remain after ropeway. Crowded on Navratri and full-moon days.,P_00143,22.4611,4.6,Pavagadh,temple,,,0,05:00-19:00,,,,"{'open': '05:00', 'close': '19:00', 'aarti_morning': '05:00', 'aarti_evening': '18:30', 'ropeway_hours': '06:00-18:00'}",India,,"pilgrimage, heritage, ropeway"
,06:00-18:00,"Pavagadh Fort forms the hilltop stronghold within the Champaner–Pavagadh Archaeological Park, comprising medieval fortifications, gates, bastions, water systems, and ruins spanning Rajput and Gujarat Sultanate periods.",06:00-18:00,2025-09-02,"hill fortifications, UNESCO park",,,,,,,,,"['Kalika Mata Temple', 'Jami Masjid Champaner']",,73.533,,40,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,150,06:00-18:00,,06:00-18:00,,Pavagadh Fort,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Sunrise-to-sunset visiting aligns with archaeological park norms; carry water and expect steep paths and steps.,P_00144,22.483,4.6,Champaner-Pavagadh,heritage,,,600,06:00-18:00,,,,,India,,"architecture, history, hiking"
,06:00-18:00,"Jami Masjid (Jama Mosque) at Champaner is a 16th-century Friday mosque renowned for Indo-Islamic architecture with carved jalis, tall twin minarets, and multiple domes within the Champaner–Pavagadh Archaeological Park.",06:00-18:00,2025-09-02,"Gujarat Sultanate architecture, carved stone jalis",,,,,,,,,"['Kalika Mata Temple', 'Pavagadh Fort']",,73.5371,,40,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Jami Masjid,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Part of the UNESCO-listed Champaner–Pavagadh Archaeological Park; plan visits in cooler hours and carry water.,P_00145,22.4859,4.6,Champaner,heritage,,,600,06:00-18:00,,,,,India,,"architecture, history, UNESCO"
,06:00-18:00,"Lakulisa Temple is a 10th–11th century Shaivite shrine on Pavagadh Hill associated with the Pashupata tradition, now largely in ruins but notable for sculpted panels of Shiva forms near Dudhiya Talav.",06:00-18:00,2025-09-02,"early Shaivite sculptures, Pashupata association",,,,,,,,,"['Kalika Mata Temple', 'Jami Masjid Champaner']",,73.53,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Lakulisa Temple,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Located near Dudhiya Talav on Pavagadh Hill; expect uneven terrain and limited facilities.,P_00146,22.485,4.4,Champaner-Pavagadh,heritage,,,0,06:00-18:00,,,,,India,,"architecture, history, Shaivism"
,06:00-18:00,"Kevada Mosque (Kewda/Kevda) is a 15th-century mosque with twin minarets, domes, carved mihrabs, and an adjacent cenotaph within the Champaner–Pavagadh Archaeological Park.",06:00-18:00,2025-09-02,"cenotaph and ablution tank, intricate mihrab carvings",,,,,,,,,"['Jami Masjid Champaner', 'Kalika Mata Temple']",,73.5371,,40,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Kevada Mosque,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Within UNESCO-listed archaeological park; terrain uneven around ruins—wear sturdy shoes.,P_00147,22.4859,4.5,Champaner,heritage,,,600,06:00-18:00,,,,,India,,"architecture, history, UNESCO"
,06:00-18:00,"Nagina Masjid (Jewel Mosque) is a 15th-century mosque built under Sultan Mahmud Begada, noted for pure white stone, intricate carvings, three domes over a two-storey prayer hall, and an adjacent cenotaph with ornate floral and geometric designs.",06:00-18:00,2025-09-02,"intricate stone carvings, cenotaph beside mosque",,,,,,,,,"['Jami Masjid Champaner', 'Kevada Mosque']",,73.5371,,40,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Nagina Masjid and Cenotaph,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Set on a high plinth with open courtyard; uneven terrain around ruins—carry water and wear sturdy shoes.,P_00148,22.4859,4.5,Champaner,heritage,,,600,06:00-18:00,,,,,India,,"architecture, history, UNESCO"
,06:00-18:00,"Lila Gumbaj Ki Masjid is a 15th-century mosque on a high plinth near the east gate of old Champaner, noted for its fluted central dome, arched façade, and Indo-Islamic stonework within the Champaner–Pavagadh Archaeological Park.",06:00-18:00,2025-09-02,"fluted central dome, arched façade on high plinth",,,,,,,,,"['Jami Masjid Champaner', 'Nagina Masjid and Cenotaph']",,73.5371,,40,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Lila Gumbaj Ki Masjid,"Oct, Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Uneven terrain around the ruins; limited shade—carry water and visit in cooler hours.,P_00149,22.4859,4.4,Champaner,heritage,,,600,06:00-18:00,,,,,India,,"architecture, history, UNESCO"
,06:00-18:00,"Mahabat Maqbara is a late-19th-century mausoleum complex blending Indo-Islamic and European Gothic styles, noted for onion domes, spiral minarets with external stairways, French windows, and ornate stone and silverwork.",06:00-18:00,2025-09-02,"spiral minarets, Euro-Indo-Islamic design",,,,,,,,,"['Uparkot Fort', 'Jama Masjid Junagadh']",,70.46,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Mahabat Maqbara,"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Often paired with adjacent Bahauddin Maqbara; visit in cooler hours for better light and fewer crowds.,P_00150,21.5272,4.6,Junagadh,heritage,,,0,06:00-18:00,,,,,India,,"architecture, history, photography"
,06:00-18:00,"Uparkot Fort is an ancient hilltop citadel overlooking Junagadh, featuring massive ramparts, triple-gateway entrances, rock-cut stepwells (Adi Kadi Vav, Navghan Kuvo), Buddhist caves, cannons, and ruins spanning Mauryan to Chudasama and Sultanate periods.",06:00-18:00,2025-09-02,"Adi Kadi Vav and Navghan Kuvo, Buddhist caves",,,,,,,,,"['Mahabat Maqbara', 'Girnar Hill']",,70.4695,,25,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-18:00,,06:00-18:00,,Uparkot Fort,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,"Large complex with uneven terrain; carry water and allow time for wells, caves, and ramparts.",P_00151,21.5237,4.6,Junagadh,heritage,,,300,06:00-18:00,,,,,India,,"architecture, history, caves"
